"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","65/1099","362/9436",0.179558011049724,1.54168279550973,3.81561754953307,0.000211435589595327,0.00657372469469106,0.00475477163204802,"2782/1969/1298/3716/23566/1435/4803/118788/3265/7450/4193/1284/55012/5527/7057/10681/5604/3480/3566/3690/3909/23239/596/6794/5585/7039/2335/1291/1292/5594/5155/3680/9223/256076/5523/5291/5290/59345/5156/2069/374/2250/56034/2690/5295/2149/1946/2246/7422/2309/6446/3569/9586/9863/1021/1278/2783/5649/23678/5747/3439/7010/4915/1902/3371",65
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","21/1099","80/9436",0.2625,2.25382165605096,4.08884409366167,0.000236994640903979,0.00675434726576339,0.00488541584319605,"3716/3265/5604/3480/4763/6774/596/558/7039/5594/5155/5291/5290/5156/2549/56034/5295/7422/2309/3569/3084",21
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","27/1099","116/9436",0.232758620689655,1.99846255216341,3.92841822541181,0.000290924956753286,0.00764645404752909,0.00553067621166308,"2782/3265/775/3709/2353/10681/5604/596/23236/5332/5594/3708/776/111/5291/5290/59345/817/5295/815/56479/2534/9586/2770/2783/114/2776",27
"Organismal Systems","Endocrine system","hsa04929","GnRH secretion","18/1099","65/9436",0.276923076923077,2.37765801077903,4.04641133878186,0.000318579884401461,0.00764645404752909,0.00553067621166308,"3265/408/775/3709/5604/3780/2797/23236/5332/5594/3708/776/5291/5290/348980/5295/3781/2776",18
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","46/1099","238/9436",0.19327731092437,1.65947652946529,3.74115771820742,0.000335370791558293,0.00764645404752909,0.00553067621166308,"2782/1969/5320/1435/4803/23179/83593/5599/3265/22800/5058/9846/8315/10681/5604/3480/2903/8844/4763/25780/805/7039/57186/57148/6789/5594/5155/5291/5922/5337/5290/59345/5156/2250/2549/56034/5295/5921/1946/2246/7422/4301/9771/2783/7010/4915",46
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","45/1099","233/9436",0.1931330472103,1.65823788305404,3.69369490626873,0.000394208986467646,0.00842621708574594,0.00609467840920374,"832/1298/255631/4811/10529/288/8048/1466/81624/1284/22795/23002/23224/7057/2200/29766/83660/7168/8557/3690/71/1837/4703/114793/129446/1290/2335/6640/1291/1292/25777/2199/3680/256076/2201/8572/6444/23500/23345/1278/8910/2318/137868/6641/85301",45
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","30/1099","137/9436",0.218978102189781,1.8801431958715,3.7675618737377,0.00042520183739599,0.0085540604934958,0.00618714747913669,"3725/4803/1520/1513/142/5599/5551/355/3265/1521/7132/3709/84790/8739/2353/5604/597/9020/71/596/5594/3708/5291/5290/1519/5295/8737/8797/153090/331",30
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","18/1099","67/9436",0.26865671641791,2.30668314478563,3.89696018502678,0.000477736659264883,0.00875894146762736,0.00633533778052456,"3265/775/3709/10411/5604/2903/2906/805/23236/5332/5594/3708/817/2891/815/2890/114/2776",18
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","29/1099","132/9436",0.21969696969697,1.88631538313067,3.72310512927161,0.000497300794035612,0.00875894146762736,0.00633533778052456,"2782/5599/406/408/775/3709/55012/2353/5527/10681/2903/805/23236/5332/3708/776/111/5523/59345/817/2891/815/2890/1812/9586/1644/2770/2783/2776",29
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","39/1099","196/9436",0.198979591836735,1.70843624073833,3.63879607529363,0.000512218799276454,0.00875894146762736,0.00633533778052456,"2782/3725/3716/5743/9261/5599/355/6934/3265/7132/3709/22863/2353/7187/10681/5604/6416/6774/805/1869/84557/5594/5155/3708/5291/5290/59345/3576/2919/5295/1871/3107/7422/3459/3569/1021/2783/4067/3439",39
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","40/1099","204/9436",0.196078431372549,1.68352691395029,3.58333740619431,0.000594262661320369,0.00967799191293172,0.00700008648673116,"288/355/3265/22800/960/7481/5058/23365/3709/4193/10818/7057/5604/8826/3480/6774/3690/1655/71/6093/8324/2335/5594/7078/3708/5291/5290/10855/817/2549/29102/5295/815/7422/8321/1278/286/5747/5727/4478",40
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","43/1099","226/9436",0.190265486725664,1.63361704526239,3.50038774032869,0.000726783305856802,0.0112981768455921,0.00817196540078222,"1907/3725/5142/6262/5599/22800/5058/775/5139/10411/2353/5604/2903/6093/5143/2906/805/1261/1908/5594/491/776/111/5291/5337/5290/6750/817/64399/2891/5144/5295/2149/3360/815/2890/1812/4301/9586/2737/2770/114/5727",43
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","22/1099","93/9436",0.236559139784946,2.03109376070132,3.62795052979768,0.000814711035865011,0.0116730736079506,0.0084431280328359,"3725/5599/3265/775/3709/5604/6416/805/10746/2797/23236/5332/5594/3708/776/111/5337/817/815/2185/114/2776",22
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","23/1099","99/9436",0.232323232323232,1.99472431319565,3.61228118270671,0.000819163060207057,0.0116730736079506,0.0084431280328359,"4803/5599/3709/5583/624/40/5581/805/3554/3553/23236/5332/3708/111/5291/5290/817/5295/815/9311/8989/114/2776",23
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","31/1099","149/9436",0.208053691275168,1.7863463429231,3.51264435114797,0.000863302239329955,0.0118099746340338,0.00854214847337008,"8613/23566/26052/3265/22800/9846/10411/552/5604/8526/9267/23236/5332/5594/5155/111/5291/5337/5290/5156/3576/2549/56034/5295/2149/2534/9162/2185/114/8395/1902",31
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","26/1099","119/9436",0.218487394957983,1.87592998983033,3.49115978700922,0.0010367665392344,0.0136374675545448,0.00986397314656209,"3725/1435/5743/5599/355/4314/7132/2353/7187/5604/64127/6416/9020/3553/5594/5291/5290/2919/3600/5295/8737/6885/3569/9586/153090/331",26
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","23/1099","101/9436",0.227722772277228,1.95522482184524,3.50408007990794,0.00109684940280388,0.0138934257688492,0.0100491075890414,"5590/3725/2152/5599/3265/1284/6774/596/5581/3553/2335/23236/5332/7056/5594/5291/5290/3576/5295/7422/3569/1278/5054",23
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","18/1099","73/9436",0.246575342465753,2.11709274932379,3.47862848623339,0.00142564304322018,0.0165536974617813,0.0119732807125842,"3265/4193/5604/3480/1869/5594/5155/4286/5291/5290/5156/2250/56034/5295/51426/2246/1871/1021",18
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","23/1099","103/9436",0.223300970873786,1.91725929132397,3.39832567559585,0.00145207872471766,0.0165536974617813,0.0119732807125842,"3725/3586/5599/355/7132/3458/2353/624/6416/3553/23236/5332/5594/5291/5290/3576/5295/3459/3569/2770/5054/9630/2776",23
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","23/1099","103/9436",0.223300970873786,1.91725929132397,3.39832567559585,0.00145207872471766,0.0165536974617813,0.0119732807125842,"731/3586/3458/1284/87/3909/6317/3554/3553/2335/23236/5332/5291/5290/3576/2919/5295/383/3569/1278/5747/9630/2776",23
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","25/1099","116/9436",0.21551724137931,1.85042828904019,3.3459822632632,0.00157391428195614,0.0168212088884063,0.0121667715874899,"4688/83593/29119/83700/10411/87/71/6093/2909/1496/7852/5291/5290/9076/5295/100506658/1495/3702/4301/2770/93408/2185/5747/100288814/4478",25
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","25/1099","116/9436",0.21551724137931,1.85042828904019,3.3459822632632,0.00157391428195614,0.0168212088884063,0.0121667715874899,"2782/6506/22941/775/3709/10681/2903/2906/2744/23236/5332/5594/3708/776/111/5337/59345/2891/9456/2890/2898/2770/2783/114/2776",25
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","29/1099","142/9436",0.204225352112676,1.75347627164259,3.28456087963097,0.00168776324488479,0.0172772034714238,0.0124965922307928,"5590/3725/2948/4688/5599/7132/3458/2353/6416/3690/71/596/805/3554/3553/92/90/659/7056/5155/5291/5290/658/5295/1843/7422/6885/5327/5747",29
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","21/1099","92/9436",0.228260869565217,1.95984491830518,3.35887209593508,0.00171761671938131,0.0172772034714238,0.0124965922307928,"5592/3265/3709/84790/7082/5604/10746/23236/5332/5594/5155/3708/111/5156/56034/1812/2770/114/2776/1902/10383",21
"Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","12/1099","41/9436",0.292682926829268,2.51297188131117,3.52483904502099,0.00184582135707135,0.017647579470534,0.0127644849971544,"3265/4312/4193/7057/23604/5604/1869/5594/3576/1871/7422/1612",12
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","27/1099","130/9436",0.207692307692308,1.78324350808427,3.26476445695558,0.00185763994426673,0.017647579470534,0.0127644849971544,"2782/5590/3725/5599/3265/408/4312/1284/2353/10681/5604/6416/23236/5332/5594/111/5291/5290/59345/5295/7422/9586/2770/1278/2783/114/6013",27
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","31/1099","157/9436",0.197452229299363,1.69532232544931,3.18970346753798,0.00209344039129248,0.0193501787519467,0.0139959741665358,"5087/5743/9261/3586/10062/196527/121601/51761/7057/84465/5604/3690/558/51454/343702/5594/5468/1849/961/23355/817/84466/815/383/6446/9844/948/286046/114786/5747/51552",31
"Human Diseases","Cancer: specific types","hsa05214","Glioma","18/1099","76/9436",0.236842105263158,2.03352329869259,3.28438485508873,0.00231758129565695,0.0208582316609125,0.0150867480465203,"3265/4193/5604/3480/805/7039/1869/5594/5155/5291/5290/5156/817/5295/51426/815/1871/1021",18
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","21/1099","95/9436",0.221052631578947,1.89795507877975,3.19363019264452,0.00261124916196728,0.0228986464972515,0.0165625790300219,"3725/1435/1513/4312/4314/3458/2353/8741/535/3589/3553/940/1493/3576/2919/3600/3108/7422/3569/51606/7010",21
"Organismal Systems","Nervous system","hsa04730","Long-term depression","15/1099","60/9436",0.25,2.14649681528662,3.23448079081593,0.00299506756034015,0.0252664776060455,0.0182752300320735,"5592/3265/3709/5604/3480/23236/5332/5594/3708/2895/2891/2890/2770/4067/2776",15
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","33/1099","174/9436",0.189655172413793,1.62837689435537,3.03743743432084,0.0030290221691458,0.0252664776060455,0.0182752300320735,"56998/3725/4919/5599/8945/6934/7481/4040/144165/23002/440193/6477/85407/8313/8324/23236/5332/166336/8607/79718/817/1452/815/23291/23500/6885/8321/64321/340419/7091/7088/4920/27130",33
"Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","18/1099","78/9436",0.230769230769231,1.98138167564919,3.15979293131066,0.0031408265888002,0.0255753022230874,0.0184986027159912,"26052/29119/10801/71/1496/2335/4735/63916/5291/26084/5290/55752/2549/79658/5295/1495/9844/5747",18
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","23/1099","110/9436",0.209090909090909,1.79525188187609,3.0459182302432,0.00356998781426581,0.0283938565692769,0.0205372615998156,"6497/3458/26585/7057/2200/4091/79875/9611/64750/6093/4052/3625/92/90/659/5594/7037/658/10468/9765/285704/3624/392255",23
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","28/1099","143/9436",0.195804195804196,1.68117233085386,2.97997037439295,0.00379789753470435,0.0295200217470202,0.021351816283625,"3725/3716/1435/1513/4688/5599/9846/7132/3709/3458/2353/5604/9020/3690/2355/3554/3553/5594/3708/5468/4286/5291/5290/5295/6885/2534/3459/169200",28
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","35/1099","193/9436",0.181347150259067,1.55704432196957,2.83874790987453,0.0049131912726369,0.0373402536720404,0.0270081859431502,"2782/5590/56288/3265/408/5058/10681/5604/6354/6774/6093/7852/23236/5332/5594/10803/111/5291/5290/59345/3576/5197/2919/5295/3702/1794/2309/9844/2770/2783/2185/4067/114/5747/2776",35
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","27/1099","140/9436",0.192857142857143,1.65586897179254,2.83855911782378,0.00548146305441333,0.04075348618716,0.0294769752354035,"2782/6262/3265/22800/3709/6263/10681/5604/6546/5581/805/23236/5332/84557/5594/3708/111/4638/59345/10891/2770/2783/5054/51422/5327/114/2776",27
"Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","16/1099","70/9436",0.228571428571429,1.96251137397634,2.93455809270811,0.00573794398241602,0.0416639079877139,0.030135482847377,"3725/54583/2271/8453/3265/5058/5604/9915/7039/5594/5155/5291/5290/2549/5295/7422",16
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","26/1099","134/9436",0.194029850746269,1.66593782678962,2.81879059520891,0.00584756603336336,0.0416639079877139,0.030135482847377,"5320/1907/9826/5592/3778/23365/775/3709/552/5583/5604/6093/5581/805/23236/5332/1908/5594/3708/776/111/4638/800/157855/114/2776",26
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","43/1099","252/9436",0.170634920634921,1.46506925487817,2.71685750161618,0.0061969168184683,0.0427500580618467,0.0309210946276823,"5590/832/55616/2060/9829/26052/56288/3265/161/116985/408/4193/79720/51324/3480/27183/28964/84440/64750/9267/23327/58513/8853/10617/274/7852/116987/26286/10015/8723/5337/7037/5156/9765/84249/3107/3482/137492/23362/11059/50807/8395/30011",43
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","23/1099","115/9436",0.2,1.7171974522293,2.8094499655994,0.00632323029147256,0.0427500580618467,0.0309210946276823,"2782/5743/3265/775/3709/10411/10681/5604/23236/5332/5594/3708/776/111/59345/3781/3360/1843/1644/2770/2783/2776/5742",23
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","29/1099","155/9436",0.187096774193548,1.60641051982741,2.76375847385326,0.00637500865834556,0.0427500580618467,0.0309210946276823,"5087/5929/2271/6934/7481/775/3709/949/5604/8313/8324/23236/5332/1869/5594/3708/776/111/817/815/1871/196/9586/2770/8321/1021/9070/114/2776",29
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","24/1099","122/9436",0.19672131147541,1.6890466743239,2.78115591864187,0.0066298442737957,0.043216319060352,0.0312583409639358,"5599/3265/775/3709/2353/5604/6416/6774/23236/5332/5594/3708/776/111/5291/5290/6750/2690/5295/9586/2770/114/5747/2776",24
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","14/1099","59/9436",0.23728813559322,2.03735290942459,2.90192026197705,0.00669726581929432,0.043216319060352,0.0312583409639358,"29119/6934/3265/5604/8313/1496/5594/4292/5291/5290/5295/51426/1495/2309",14
"Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","8/1099","26/9436",0.307692307692308,2.64184223419892,3.04360425868752,0.0075240800703115,0.0475395675664468,0.0343853443463066,"8029/949/4363/8884/151056/686/5948/9963",8
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","29/1099","157/9436",0.184713375796178,1.58594669154935,2.68795654248504,0.00764525209401923,0.0475395675664468,0.0343853443463066,"5590/7159/56288/29119/9231/8945/6934/7003/7481/10413/84962/122786/85407/8313/71/1496/2736/8324/659/1739/374/658/1495/2246/23286/23291/8321/5054/392255",29
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","49/1099","300/9436",0.163333333333333,1.40237791932059,2.57147093676089,0.00854516748648092,0.0515272819177608,0.0372696560500886,"1969/3725/1435/4803/9261/5599/355/3265/22800/408/5058/775/7132/4149/2353/5604/3480/6416/57551/4763/9020/25780/8491/7039/3554/3553/10746/51776/6789/5594/5155/1849/776/5922/5156/2069/374/2250/56034/9693/5921/1946/2246/1843/7422/6885/781/7010/4915",49
"Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","16/1099","73/9436",0.219178082191781,1.88186022162115,2.74611404439279,0.00873974446033642,0.0515272819177608,0.0372696560500886,"83593/3265/5604/6774/238/7039/1869/6789/5594/5291/5290/5295/51426/1871/2309/1021",16
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","21/1099","105/9436",0.2,1.7171974522293,2.68308351309118,0.00882828347827345,0.0515272819177608,0.0372696560500886,"3725/5743/9261/3586/5599/3265/22800/5058/23365/3709/4193/8844/9020/805/3553/5594/3708/5291/5290/5295/3569",21
"Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","18/1099","86/9436",0.209302325581395,1.7970671011702,2.69589641973061,0.0092062540972003,0.0515272819177608,0.0372696560500886,"3725/5599/3265/5058/5604/6416/7039/5594/5291/5290/2069/374/817/2549/5295/815/3084/5747",18
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","18/1099","86/9436",0.209302325581395,1.7970671011702,2.69589641973061,0.0092062540972003,0.0515272819177608,0.0372696560500886,"6262/29119/6934/775/3690/71/1837/6546/1496/6640/3680/776/1495/6444/781/8910/137868/6641",18
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","20/1099","99/9436",0.202020202020202,1.7345428810397,2.66744804753654,0.00934481048186725,0.0515272819177608,0.0372696560500886,"3725/4853/5599/3265/4193/2353/5604/3480/9611/596/1869/8202/5594/111/5291/5290/5295/1871/114/5747",20
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","20/1099","99/9436",0.202020202020202,1.7345428810397,2.66744804753654,0.00934481048186725,0.0515272819177608,0.0372696560500886,"8613/3725/204962/5599/3265/2353/5604/8526/5594/5155/5291/5337/5290/5156/56034/5295/9162/10434/8395/23446",20
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","42/1099","251/9436",0.167330677290837,1.43669906361814,2.54591815960746,0.00949186772169277,0.0515272819177608,0.0372696560500886,"3725/5599/6934/3265/5058/79659/838/7132/84790/57381/2353/3831/5604/6416/9267/71/596/5585/388/3553/63916/5594/55207/51143/79443/5291/26084/5290/3576/51164/8737/6885/3569/9844/1780/93408/60412/8797/23643/8767/10383/51209",42
"Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","21/1099","106/9436",0.19811320754717,1.70099747626487,2.63507792572543,0.00983824188974708,0.0524451488705864,0.0379335487368046,"6934/3265/4314/4193/5604/3480/596/7039/1869/7113/5594/5155/5291/5290/2119/5156/56034/5295/1871/9586/5327",21
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","37/1099","216/9436",0.171296296296296,1.47074781788158,2.54105829441723,0.00996764525318163,0.0524451488705864,0.0379335487368046,"3725/4688/5599/355/3265/4312/4314/7132/4973/2353/7187/6416/6774/596/5452/805/3553/23236/5332/5594/3708/5468/5291/5290/3576/2919/817/5295/815/6885/3569/948/8797/4067/23643/5747/3439",37
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","53/1099","333/9436",0.159159159159159,1.36653851303533,2.47237507579242,0.0106516606698137,0.0551949689253983,0.0399224921436399,"5590/23352/1298/3716/4853/5743/56288/355/6934/3265/7481/7450/7132/4193/1284/55012/5527/7187/7057/5604/535/3690/8313/3909/8324/2335/1869/4599/1291/1292/5594/3680/9223/256076/5523/5291/5290/1739/3516/5295/1452/3107/7422/9586/8321/1021/1278/5649/51606/5747/3439/4799/3371",53
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","33/1099","189/9436",0.174603174603175,1.49914063289859,2.51662378193738,0.0109323090563644,0.0558037268250244,0.0403628064139143,"3725/3716/10628/3428/9447/140609/5599/838/3709/4939/10910/7187/64127/596/5585/84168/3553/23236/5332/84557/5594/3708/846/3576/2919/118429/8737/6885/3569/10135/8767/3439/331",33
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","28/1099","155/9436",0.180645161290323,1.55101705362646,2.51129886670044,0.0116716367834793,0.0575452604043835,0.0416224567406283,"3725/5743/6262/3265/775/3709/10645/2353/6263/5604/71/6093/805/23236/5332/5594/3708/776/111/4638/952/817/815/2770/781/51422/114/2776",28
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","15/1099","69/9436",0.217391304347826,1.86651896981446,2.62281257786687,0.0117782696734118,0.0575452604043835,0.0416224567406283,"1907/3778/775/5139/3709/805/23236/5332/1908/3708/776/111/5137/2770/2776",15
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","15/1099","69/9436",0.217391304347826,1.86651896981446,2.62281257786687,0.0117782696734118,0.0575452604043835,0.0416224567406283,"3725/775/2353/2903/2906/805/776/111/817/2891/815/2890/1812/9586/1644",15
"Metabolism","Glycan biosynthesis and metabolism","hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series","8/1099","28/9436",0.285714285714286,2.45313921747043,2.79577671016802,0.0121296507540922,0.058427331801402,0.0422604585205586,"6487/6484/6489/10678/10402/8706/84002/2651",8
"Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","19/1099","95/9436",0.2,1.7171974522293,2.55075503402661,0.0123587414899547,0.0587040220772847,0.0424605884523296,"3725/5743/5599/4312/4314/3458/2353/7187/5597/6354/5596/1994/3553/23765/5594/3576/2919/6885/3569",19
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","18/1099","89/9436",0.202247191011236,1.73649180562513,2.53449651759428,0.0130915255597511,0.0613329005676009,0.0443620548888465,"1298/960/7450/1284/7057/3690/3909/2335/1291/1292/3680/961/256076/80144/948/1278/5649/3371",18
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","13/1099","58/9436",0.224137931034483,1.9244454206018,2.56392345734194,0.0142825138612299,0.0660083748721707,0.0477438230069564,"84618/1503/7371/22978/957/129607/151531/955/956/1635/5167/7378/50484",13
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","18/1099","90/9436",0.2,1.7171974522293,2.48205843691489,0.0146402729078528,0.0667596444598089,0.0482872159066023,"3265/9776/79602/10645/3480/6794/5468/111/5291/5290/10891/5295/2309/9586/51422/9821/114/79813",18
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","21/1099","110/9436",0.190909090909091,1.63914302258251,2.448000977532,0.0148449212152863,0.0668021454687882,0.0483179568641589,"54583/8453/3458/5604/3480/6774/596/3099/5594/5291/5290/7037/817/5295/815/7422/3459/3569/5054/7010/5230",21
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","34/1099","201/9436",0.169154228855721,1.45235605412428,2.3535578823812,0.0157063785596097,0.0697607982777471,0.0504579488927996,"5087/221037/3087/4314/2313/4193/6495/4149/2530/64919/597/9915/3480/26471/9611/1655/1991/861/7113/5468/4286/64332/2119/3576/4299/51426/2115/3569/5218/5327/2138/862/5747/5079",34
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","25/1099","138/9436",0.181159420289855,1.55543247484538,2.3863873506997,0.0159839491757268,0.0700834694628023,0.0506913367921162,"3725/3586/5599/23365/2353/5604/6416/71/6093/5585/3553/2335/63916/5594/5291/5290/3576/5295/6885/3569/9844/2185/5747/8395/2776",25
