"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","65/1593","253/9436",0.256916996047431,1.52182597282081,3.79167750915247,0.000212792635349234,0.00210360719516671,0.00136955260044319,"5293/998/54874/3688/3098/51196/8945/1793/960/2017/3709/643246/4792/87/207/83660/5595/9564/7314/10801/57521/71/103910/6093/5289/596/5296/9475/5581/3554/3553/10096/4735/23236/5332/84557/63916/5594/3708/5580/5291/5290/55752/831/1437/7416/7322/23291/8878/8737/8351/8353/8968/8355/5603/6885/2309/8936/60/1956/93408/8454/8767/5747/23048",65
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","25/1593","73/9436",0.342465753424658,2.02856676039866,3.97579640226673,0.000232895052681331,0.00223838022854835,0.00145729652847382,"5293/1647/3479/2254/207/5604/3480/5595/5296/1869/5594/4286/5291/5290/5156/2250/1950/2247/51426/5159/1871/1956/3082/2260/8823",25
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","59/1593","226/9436",0.261061946902655,1.54637823664372,3.74675701674252,0.000260565602090597,0.00243154663778082,0.00158305743986947,"5293/3716/5567/2773/3570/356/5743/6387/355/23365/3709/4792/54331/207/2923/10681/5604/11214/5579/5595/2775/9564/6347/6348/414062/3690/6093/5296/9475/805/3554/3553/7852/1385/23236/5332/1869/4773/5594/3708/5291/5290/59345/5156/5530/8737/1871/3135/5603/3569/9586/1956/2770/2185/1978/5747/3439/2776/7248",59
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","32/1593","103/9436",0.310679611650485,1.840284253317,3.86430980726515,0.00026704847466957,0.00243154663778082,0.00158305743986947,"5293/731/732/5567/3586/7042/3458/1284/87/7043/5579/3684/4843/1277/6318/5296/3554/3553/2335/1286/23236/5332/5291/5290/2919/1437/3908/3569/1278/5747/9630/2776",32
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","31/1593","99/9436",0.313131313131313,1.85480669849785,3.85318239453682,0.000283298335633603,0.00251336472126222,0.00163632506951663,"5293/5567/3709/3479/59341/5583/624/123745/283748/5579/162514/7442/51393/40/5296/8605/5581/805/3554/3553/23236/5332/3708/5580/5291/5290/817/815/5603/8989/2776",31
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","36/1593","122/9436",0.295081967213115,1.74789293322219,3.74704544905369,0.000352958386526239,0.00299164358666576,0.00194770832840424,"5293/54361/6548/3065/5567/4853/5214/51196/488/23389/652/1734/207/5604/1387/5579/5595/9611/5469/3690/9969/71/5296/8648/23236/5332/8202/5594/7068/5291/5290/10231/60/2626/90390/9442",36
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","42/1593","149/9436",0.281879194630872,1.66968743285431,3.71334493724057,0.000354501118651145,0.00299164358666576,0.00194770832840424,"5293/23566/26052/22800/8525/9846/10411/552/4254/207/123745/283748/5604/5595/146850/23533/1785/5296/8605/11069/23236/5332/5594/5291/5337/5290/1608/1609/5156/1950/2149/5159/2914/2534/5898/1956/9162/2185/53358/1902/7248/5900",42
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","64/1593","254/9436",0.251968503937008,1.49251400072166,3.58595245805572,0.000421695222591562,0.00347396540515906,0.00226172375024046,"5567/777/779/57172/5979/90550/51196/5024/6588/775/3709/2065/552/488/5027/2254/2321/624/6263/4916/5579/5257/4843/773/805/7039/7852/2066/23236/5332/4773/135/8911/3708/491/776/4638/57620/5156/3791/2250/5530/1950/817/2247/2149/814/7416/154/5159/815/2324/5137/1956/3082/3361/2185/2260/444/9630/2776/4915/8823/492",64
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","29/1593","93/9436",0.311827956989247,1.84708637925332,3.69967633016421,0.000474826723896786,0.00382069875507647,0.00248746435529773,"998/5567/779/775/3709/123745/283748/5604/5579/5595/6416/8605/805/10746/2797/23236/5332/5594/3708/5580/776/5337/817/815/5603/1081/1956/2185/2776",29
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","34/1593","115/9436",0.295652173913043,1.75127050410764,3.65301736787934,0.000489257024622192,0.0038473393299836,0.0025048086906495,"5142/5567/2773/408/65125/4040/3709/7421/8600/2353/5604/11214/5579/5595/342538/596/5141/5143/27347/1385/23236/5332/10893/5594/3708/846/5337/5144/860/9586/1956/2770/2260/2776",34
"Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","21/1593","60/9436",0.35,2.07319522912743,3.75822945378516,0.000516652835950011,0.00390131014288926,0.00253994636622544,"5293/998/9047/5743/9261/207/123745/283748/5604/5579/5595/5296/8605/4773/5594/5291/5290/3791/5530/5603/5747",21
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","46/1593","170/9436",0.270588235294118,1.60280639562793,3.5743238320461,0.000518671290673138,0.00390131014288926,0.00253994636622544,"998/5567/3688/56288/2017/1740/154810/83700/10376/84790/64398/87/7082/4629/4628/3996/71/103910/6093/23327/6794/23370/9475/5581/10096/58494/861/776/9223/9076/1739/9693/51735/4217/4301/60/1364/51422/2626/8777/9414/54566/100288814/4478/1741/57826",46
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","43/1593","157/9436",0.273885350318471,1.62233657602329,3.54374364665411,0.00059154204670779,0.00435475634384883,0.0028351623291258,"7161/54361/23418/7042/7159/56288/29119/8945/7003/1740/10413/81029/122786/652/64398/7043/85407/3996/8313/71/4087/4089/1496/83439/2736/659/1454/102800317/7474/1739/658/324/1495/23286/23291/7005/653/60/8321/392255/6788/286204/1741",43
"Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","27/1593","86/9436",0.313953488372093,1.85967678360268,3.60924489764285,0.000652317117299395,0.00470211922053314,0.00306131278732611,"5293/27/5058/867/2065/207/5604/5579/5595/6416/5296/7039/2066/5594/5291/5290/5062/685/1950/817/9542/815/1956/3084/1978/5747/53358",27
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","31/1593","105/9436",0.295238095238095,1.74881774429797,3.47731804727103,0.000872964111556552,0.00607793124063773,0.00395703463795703,"5567/779/7042/3688/93589/775/8082/3479/488/7043/7168/22801/6645/3690/3691/71/1837/3655/4634/1605/9254/776/3693/3672/6444/3908/60/781/137868/6641/1756",31
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","62/1593","251/9436",0.247011952191235,1.46315428805806,3.35166575694008,0.000891862384791551,0.00607793124063773,0.00395703463795703,"5293/998/127829/10006/5286/5058/838/10376/84790/10810/4792/57381/2353/1778/3831/207/23191/23339/302/5604/257364/5595/6416/71/103910/84617/5289/596/1785/8677/5585/9475/388/83439/9648/3553/10096/10787/63916/5594/55207/79443/5291/26084/5290/26999/8737/203068/5603/4646/6885/51429/60/3569/27072/5898/1780/93408/5420/60412/8767/79792",62
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","50/1593","193/9436",0.259067357512953,1.53456345605287,3.38149832572418,0.000895880038359897,0.00607793124063773,0.00395703463795703,"5293/998/2268/5567/10451/2773/56288/6387/408/5058/4792/54331/207/10681/5604/5579/5595/9564/146850/23533/6347/6356/6346/6348/414062/6093/5296/9475/7852/23236/5332/57580/5594/2829/5580/5291/5290/59345/5197/2919/5196/3702/1794/2309/2770/2185/5747/2776/53358/7410",50
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","34/1593","119/9436",0.285714285714286,1.69240426867546,3.42557043915468,0.00096017221876289,0.00638883822484538,0.00415945050233317,"5293/5743/1326/355/4314/4792/2353/7187/207/5604/5595/64127/6416/6347/9020/5296/602/3553/8837/1385/5594/3976/5291/5290/2919/1437/8737/5603/6885/4217/3569/9586/7185/331",34
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","29/1593","97/9436",0.298969072164948,1.77091786876865,3.43939079168582,0.00101420393201438,0.0066210294429618,0.00431061849952488,"5567/2773/55811/5592/4544/775/54331/2353/6263/10681/5579/5595/2775/805/1385/23236/5332/5594/8911/3708/776/59345/817/2982/2891/815/2890/2770/2776",29
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","22/1593","67/9436",0.328358208955224,1.94500192071657,3.49833347459346,0.00103396872661916,0.00662505887796718,0.0043132418615302,"6195/5567/775/3709/10411/5604/1387/5579/5595/805/23236/5332/5594/3708/5530/817/2891/814/815/2890/6196/2776",22
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","39/1593","143/9436",0.272727272727273,1.61547680191748,3.34225415052575,0.00113567802935208,0.00714444723919674,0.00465138944079131,"5293/3716/4688/7042/8061/9846/3709/3458/488/8600/4792/2353/207/5604/5595/9020/3690/8792/54/5296/3554/2274/3553/1385/4773/3460/5594/3708/4286/5291/5290/7006/5530/814/8878/5603/6885/2534/3459",39
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","37/1593","134/9436",0.276119402985075,1.6355697969662,3.33937518106742,0.00117657480641845,0.00726955148251397,0.00473283850702156,"5567/779/4660/5592/3778/10335/23365/775/3709/552/4659/5583/123745/283748/5604/4629/5579/5595/4628/6093/8605/9475/5581/805/72/10203/23236/5332/5594/135/3708/5580/776/4638/2982/800/2776",37
"Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","24/1593","77/9436",0.311688311688312,1.84625920219141,3.36025143951716,0.00142393839077769,0.00846926913818255,0.00551391419400994,"5293/998/3716/1647/7042/7043/207/5604/5595/4087/4089/5296/7039/1869/5594/5291/5337/5290/1950/51426/1871/5898/1956/5900",24
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","41/1593","154/9436",0.266233766233766,1.57701306853849,3.25359101789119,0.00143139046021339,0.00846926913818255,0.00551391419400994,"6548/5567/2773/779/5525/3776/93589/775/10411/488/55012/5527/207/7168/5595/146850/23533/4635/596/805/11069/1385/23236/5332/5594/491/6331/4634/9254/776/5523/817/154/815/5603/64208/9586/2770/781/2776/492",41
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","29/1593","99/9436",0.292929292929293,1.73514175020766,3.31377287329047,0.00144418173165541,0.00846926913818255,0.00551391419400994,"5293/126969/8525/10810/2353/207/123745/283748/5604/5579/5595/5296/8605/5594/5291/5337/5290/1608/1609/5156/1950/5159/8936/1956/9162/1978/7248/5900/9468",29
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","34/1593","122/9436",0.278688524590164,1.6507877702654,3.26053535813837,0.00153805272224173,0.00883007888678689,0.00574881923265103,"5293/5567/2773/55811/779/775/3709/8835/3479/2353/207/5604/1387/5579/5595/9564/6416/5296/1385/23236/5332/5594/3708/776/5449/5291/5290/6750/5603/9586/2770/5747/2776/53358",34
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","40/1593","150/9436",0.266666666666667,1.57957731743042,3.22463380782252,0.0015727164468216,0.00883007888678689,0.00574881923265103,"5293/54361/1647/7042/29119/81029/4040/2254/7043/207/5604/5595/8313/4087/4089/596/5296/898/1496/83439/1869/5594/7474/5291/5290/2250/1950/2247/51426/324/1495/1452/1871/1956/3082/5243/8321/6469/53358/8823",40
"Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","12/1593","29/9436",0.413793103448276,2.45106825118514,3.5269475367678,0.00158226847104274,0.00883007888678689,0.00574881923265103,"83937/8642/7003/5058/10413/122786/9770/1454/102800317/23286/7005/6788",12
