"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","38/1349","140/9436",0.271428571428571,1.89859154929577,4.37483316568835,4.69723252013191e-05,0.000736611463384322,0.000514672845507276,"2782/5567/10000/7019/3265/22800/3709/643246/6263/5604/999/23533/5289/94235/6237/6546/5581/805/9759/23236/5332/84557/5594/4634/111/4638/185/10891/4208/814/107/2770/2783/5054/4899/4846/51422/2776",38
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","43/1349","166/9436",0.259036144578313,1.81190886600516,4.31027189258617,5.19278415828552e-05,0.000768991717228297,0.000537297035073318,"779/134/493/10000/5592/3778/150/10335/7225/775/5139/3709/4659/488/624/5604/23533/6093/2767/9475/6546/5581/805/23236/5332/5594/491/387/776/111/4638/185/152/2982/4208/7416/5350/9586/107/2770/4846/157855/2776",43
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","29/1349","97/9436",0.298969072164948,2.09123214599589,4.41200540798185,5.55416530178713e-05,0.000768991717228297,0.000537297035073318,"2782/5567/9722/5592/4544/775/2353/9252/6263/5579/2775/94235/2906/805/23236/5332/5594/776/111/817/2982/2891/815/2890/117/107/2770/2783/2776",29
"Organismal Systems","Endocrine system","hsa04929","GnRH secretion","22/1349","65/9436",0.338461538461538,2.36747448252267,4.51820722729705,5.57240374803114e-05,0.000768991717228297,0.000537297035073318,"3782/779/10000/3265/3767/408/775/3709/5604/5579/2767/2797/23236/5332/5594/776/5291/5290/348980/5295/1081/2776",22
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","48/1349","193/9436",0.248704663212435,1.73964210679951,4.24010889646253,5.99179686522403e-05,0.000795065353270111,0.000555514770095669,"2782/5590/2268/5567/10000/56288/3265/408/5058/5908/4792/5604/5579/23533/6354/6346/6348/414062/6093/94235/9475/7852/6772/23236/5332/57580/7074/5594/5880/10663/2829/729230/387/111/5291/5290/3576/5197/2919/5295/107/2770/2783/4067/5747/6366/2776/53358",48
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","30/1349","103/9436",0.29126213592233,2.03732358381253,4.32320108932142,7.13523177861821e-05,0.000879162487008315,0.000614273713272019,"3586/10000/355/7132/3458/4792/2353/624/2775/6416/6348/414062/2767/3553/8837/23236/5332/5594/5291/5290/5522/3576/5295/3459/3569/107/2770/5054/9630/2776",30
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","30/1349","103/9436",0.29126213592233,2.03732358381253,4.32320108932142,7.13523177861821e-05,0.000879162487008315,0.000614273713272019,"731/5567/3586/7414/3458/1282/1284/87/5579/3909/6317/2767/3554/3553/2335/23236/5332/5291/5290/3576/2919/5295/1437/3908/3569/107/1278/5747/9630/2776",30
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","22/1349","67/9436",0.328358208955224,2.29680360244736,4.3505903849261,9.35242785552713e-05,0.00111261641729547,0.000777388740078298,"5567/3265/775/3709/10411/5908/5604/1387/5579/2906/805/23236/5332/5594/817/2891/814/815/2890/6196/107/2776",22
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","29/1349","101/9436",0.287128712871287,2.00841107090694,4.16125505983446,0.00012387924316699,0.00142461129642039,0.000995380585447046,"5590/10000/51196/3265/2308/1282/1284/5579/596/5581/3553/6772/2335/23236/5332/7056/5594/5291/185/5290/3576/7424/5295/1729/1906/3569/1278/5054/4846",29
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","23/1349","73/9436",0.315068493150685,2.20384455253511,4.21703820686288,0.000133312939716773,0.00148364400652537,0.00103662693362108,"1870/10000/3265/80310/4193/5604/999/1869/5594/5155/4286/5291/5290/2250/2247/56034/5295/51426/2246/1871/1026/1021/8823",23
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","33/1349","122/9436",0.270491803278689,1.89203903316361,4.0502223175952,0.000155638489876365,0.00167797746897956,0.00117240836123972,"5567/4853/10000/51196/3265/4193/488/23389/2308/9882/652/1734/5604/1387/5579/9611/7067/3690/9969/8648/6772/23236/5332/8202/5594/7068/5291/5290/5295/5350/90390/9282/9968",33
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","39/1349","154/9436",0.253246753246753,1.77141316800323,3.94193838680615,0.000190985545665326,0.00199666706831931,0.00139507782958085,"5567/779/493/3776/10000/775/10411/488/55012/5529/9252/5527/7168/23533/596/6546/805/11069/23236/5332/5594/10369/491/6331/4634/776/111/5523/185/5522/817/815/64208/5350/9586/107/2770/781/2776",39
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","26/1349","89/9436",0.292134831460674,2.04342792413856,4.03928542617652,0.00020098785136079,0.00203943555057272,0.00142496030840932,"3339/1298/63923/7143/960/7450/1282/1284/7057/22801/3690/3909/2335/1299/1291/1292/961/3693/256076/80144/22987/3908/948/1278/5649/3371",26
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","28/1349","99/9436",0.282828282828283,1.97833037566173,3.99652617169496,0.000213383264165783,0.00205720287016174,0.00143737439288189,"204962/126969/10000/3265/8525/80310/2353/123745/283748/5604/5579/8612/57153/8527/5594/5880/5155/5291/5337/5290/56034/5295/6580/1607/9162/10434/8395/23446",28
NA,NA,"hsa04081","Hormone signaling","51/1349","219/9436",0.232876712328767,1.62892858230856,3.84602232930344,0.000214664647321226,0.00205720287016174,0.00143737439288189,"2782/5567/5592/150/2834/3481/341208/1813/79602/5744/10411/552/2862/1734/2775/7067/3690/4160/2767/2057/2696/94235/90/11069/30061/5173/2797/23236/5332/5021/7068/885/387/111/5291/185/5290/6750/152/658/4883/2690/5295/1812/1081/1395/107/2770/2783/9630/2776",51
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","52/1349","226/9436",0.230088495575221,1.60942553317108,3.78728733858225,0.000256496920484413,0.00235718331190588,0.00164697171144606,"2782/1870/3716/5567/5743/10000/355/3265/3587/23365/7132/3709/4193/4792/5604/11214/5579/2775/6348/414062/3690/6093/2767/9138/94235/9475/805/3554/3553/7852/23236/5332/1869/5594/5880/387/111/5291/5290/3576/5295/8737/1871/1026/3569/9586/107/2770/1021/2783/5747/2776",52
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","71/1349","333/9436",0.213213213213213,1.49138612296507,3.7285153767573,0.000259631785079489,0.00235718331190588,0.00164697171144606,"5590/390992/23352/1298/3716/5567/7482/4853/63923/7143/5743/10000/56288/355/6934/3265/7450/7132/4193/122011/2308/1282/1284/55012/5529/5527/7187/7057/5604/22801/1387/535/3690/8313/3993/3909/6772/8324/2335/1869/11317/1299/1291/1292/5594/9223/523/3693/256076/5523/5291/5290/1739/5522/3516/5295/324/1452/1026/3908/9519/9586/8326/1021/1278/5649/51606/5747/4799/3371/1741",71
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","31/1349","116/9436",0.267241379310345,1.86930293192914,3.84747129500287,0.000307517741634384,0.00272034925291955,0.00190071694559444,"2782/5567/6506/22941/775/3709/81539/123745/283748/5579/2775/2901/94235/2906/50944/2744/23236/5332/5594/776/111/5337/2891/9456/2890/2914/2898/107/2770/2783/2776",31
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","42/1349","174/9436",0.241379310344828,1.68840264819406,3.74324259113891,0.000338806858228102,0.00292220915221738,0.00204175711932199,"4919/5567/7482/59352/10023/8945/6934/283106/4040/144165/122011/23002/440193/1387/5579/6477/8313/9475/8324/23236/5332/84133/5880/1454/387/6259/79718/817/324/4163/1452/815/23291/5467/23500/6885/8326/64321/340419/7091/7088/4920",42
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","38/1349","155/9436",0.245161290322581,1.71485688323489,3.66497293278958,0.000460715081184985,0.00382157422741888,0.00267014644722784,"1870/5567/7482/5087/779/3776/2271/6934/775/3709/3164/5908/949/5604/5151/8313/2767/8324/23236/5332/1869/5594/776/111/185/817/324/815/1871/1026/196/9586/1395/107/8326/2770/1021/2776",38
"Organismal Systems","Nervous system","hsa04730","Long-term depression","19/1349","60/9436",0.316666666666667,2.2150234741784,3.85597935437177,0.000465235123337951,0.00382157422741888,0.00267014644722784,"5592/3265/3709/123745/283748/5604/5579/2775/2767/23236/5332/5594/2895/2982/2891/2890/2770/4067/2776",19
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","27/1349","99/9436",0.272727272727273,1.9076757193881,3.7078985363129,0.000519346735911514,0.00416685171835982,0.00291139296263738,"5567/4803/3709/5583/624/623/123745/283748/5579/162514/40/5581/805/3554/3553/23236/5332/3269/111/5291/5290/817/5295/815/107/8989/2776",27
"Human Diseases","Cancer: specific types","hsa05214","Glioma","22/1349","76/9436",0.289473684210526,2.02481370215754,3.66350678966327,0.00069514493821245,0.00545056826552943,0.00380832992465672,"1870/10000/57118/3265/4193/5604/5579/805/1869/5594/5155/5291/5290/817/5295/51426/814/815/1871/1026/1021/53358",22
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","33/1349","132/9436",0.25,1.74870274277242,3.53789341065635,0.000737040716528127,0.0056506454933823,0.00394812453999862,"2782/5567/10000/406/408/1813/775/3709/55012/5529/2353/5527/5579/2775/94235/805/3800/23236/5332/776/111/5523/5522/817/2891/815/2890/1812/9586/1644/2770/2783/2776",33
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","26/1349","98/9436",0.26530612244898,1.85576617600339,3.47795874095827,0.00102487079817539,0.00759561239019751,0.00530707929017614,"5567/779/493/57118/775/3709/3164/949/5587/5579/2767/5581/805/23236/5332/491/776/111/185/817/814/815/221955/9586/107/2776",26
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","25/1349","93/9436",0.268817204301075,1.88032552986282,3.48437430285373,0.00103476458649068,0.00759561239019751,0.00530707929017614,"5567/779/3265/775/3709/123745/283748/5604/5579/6416/2767/805/10746/2797/23236/5332/5594/776/111/5337/817/815/1081/107/2776",25
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","54/1349","251/9436",0.215139442231076,1.50485973083205,3.31093928878723,0.00109885744396861,0.00789803787852437,0.00551838497080726,"10000/10006/6934/3265/5058/79659/838/7132/84790/4792/2353/1778/3831/23191/302/5604/257364/197259/6416/9267/5289/596/8677/5585/6237/9475/388/1639/3553/3800/10787/63916/5594/55207/51143/79443/387/5291/26084/5290/4636/3576/8737/4646/6885/51429/3569/5898/1780/93408/5420/60412/8767/257397",54
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","32/1349","130/9436",0.246153846153846,1.72179962365285,3.38446485669129,0.00116501725551321,0.00808577715039673,0.00564955901583784,"2782/5590/5567/10000/3265/408/4312/1282/1284/4792/2353/5604/2775/6416/94235/23236/5332/5594/111/5291/5290/59350/7424/5295/1906/9586/107/2770/1278/2783/4846/53358",32
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","20/1349","69/9436",0.289855072463768,2.02748144089556,3.49849676663155,0.00117517681630353,0.00808577715039673,0.00564955901583784,"1907/5567/779/134/3778/775/5139/3709/805/23236/5332/776/111/185/2982/1906/117/5137/2770/2776",20
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","37/1349","157/9436",0.235668789808917,1.64845863649885,3.34629884220333,0.0011952887961456,0.00808577715039673,0.00564955901583784,"5590/7482/23418/7159/56288/29119/9231/8945/6934/7003/10413/84962/122786/652/999/8313/3993/1496/2736/8324/659/1454/1739/5522/374/658/324/1495/2246/23286/23291/653/8326/5054/6788/7534/1741",37
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","29/1349","116/9436",0.25,1.74870274277242,3.31370366474459,0.00150284117836582,0.00997077320261939,0.00696661194019784,"50848/29119/7414/83700/10411/5908/87/5579/5175/6093/2909/9475/1496/7852/11069/5880/387/5291/5290/9076/4636/5295/1495/49861/4301/2770/93408/5747/100288814",29
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","33/1349","138/9436",0.239130434782609,1.67267218873884,3.25110840004227,0.00165976518040672,0.0106313597391239,0.00742816591993708,"3586/10000/23365/8874/4792/2353/5604/4210/27040/6416/6093/5585/9138/9475/3553/2335/63916/5594/5880/387/5291/5290/3576/2533/5295/64283/6885/6196/3569/3984/5747/8395/2776",33
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","30/1349","122/9436",0.245901639344262,1.72003548469419,3.2692558073678,0.00166403891568896,0.0106313597391239,0.00742816591993708,"3586/10000/3265/5058/3458/55012/4792/5529/2353/5527/10125/5604/27040/9020/8440/940/1493/5594/9402/387/5523/5291/5290/1739/5522/7006/5295/1437/6885/2534",30
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","23/1349","86/9436",0.267441860465116,1.87070525971003,3.31281965096165,0.00173943024648001,0.0109109715461019,0.00762353160658224,"5567/3782/779/3778/3767/6833/775/5579/2767/11069/23236/5332/885/776/111/817/815/9586/117/107/157855/9699/2776",23
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","24/1349","92/9436",0.260869565217391,1.82473329680601,3.24656597594606,0.00201598683138026,0.0124199188718963,0.00867783805236993,"5567/5592/3265/80310/1813/3709/84790/7082/5604/5579/2767/10746/23236/5332/5594/5155/111/2982/56034/1812/107/2770/2776/1902",24
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","53/1349","253/9436",0.209486166007905,1.46531613228361,3.06407423891763,0.00225438160643293,0.0134288774344945,0.00938280070937982,"11146/54874/10000/7414/51196/8945/960/2017/7132/3709/4193/643246/2308/4792/87/9252/7314/10801/9267/6093/5289/596/9475/5581/3099/3554/3553/4735/10616/23236/5332/84557/63916/5594/387/5291/5290/4636/3576/92610/5295/831/1437/7416/1729/23291/8737/8968/6885/93408/8767/5747/257397",53
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","43/1349","196/9436",0.219387755102041,1.53457587631049,3.08876318402387,0.00228855604914903,0.0134288774344945,0.00938280070937982,"2782/1870/3716/5743/9261/10000/355/6934/3265/7132/3709/643246/4792/2353/7187/5604/1387/23533/6416/7314/5289/94235/805/6772/1869/84557/57580/5594/5155/5291/5290/3576/2919/2247/5295/1437/1871/1026/3459/3569/1021/2783/4067",43
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","36/1349","157/9436",0.229299363057325,1.60390570037726,3.11638835883713,0.00229653266271065,0.0134288774344945,0.00938280070937982,"5087/5743/9261/3586/9023/10062/80824/196527/121601/55576/488/51761/23250/7057/84465/5604/3690/5175/2057/558/6868/1788/9392/51454/5594/961/3693/23200/817/815/5467/6446/948/286046/114786/5747",36
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","28/1349","115/9436",0.243478260869565,1.70308441035227,3.0981920846159,0.00272691849886681,0.0156797813684842,0.010955514670886,"2782/5567/5743/779/3265/775/3709/10411/123745/283748/5604/5579/2775/94235/23236/5332/351/5594/776/111/3360/3351/1644/2770/2783/3361/2776/5742",28
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","17/1349","59/9436",0.288135593220339,2.01545400861907,3.19549035986062,0.00286971503500452,0.0161274153402689,0.0112682779951841,"10000/29119/6934/3265/5604/999/8313/1496/5594/4292/5291/5290/5295/51426/324/1495/1026",17
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","34/1349","148/9436",0.22972972972973,1.60691603389898,3.03935599280448,0.00289826014810629,0.0161274153402689,0.0112682779951841,"1870/7482/4853/10000/10023/6934/3265/4040/122011/8600/2353/5604/8313/8648/8324/1869/8202/5594/5291/5290/2250/2247/5295/51426/324/2246/1452/2324/1871/1026/8326/1021/53358/8823",34
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","26/1349","105/9436",0.247619047619048,1.7320484309365,3.08072955114314,0.00296551942816912,0.0162397492494975,0.0113467660660105,"5743/142/283106/23085/7132/8600/4792/7187/5579/27040/9020/596/3554/3553/8837/29775/3576/2919/8737/6885/7128/4067/23586/6366/257397/1896",26
NA,NA,"hsa04082","Neuroactive ligand signaling","43/1349","199/9436",0.21608040201005,1.51144156661737,2.97810697431067,0.00309217983555747,0.016668781926052,0.0116465326043201,"2782/5567/134/1103/150/9152/6506/5024/1813/6866/2567/5579/2775/136/4160/2767/2901/94235/2906/5173/23236/5332/135/3269/111/5028/152/2555/2557/2743/2891/3360/2741/2890/1812/2914/3351/2898/107/2770/2783/3361/2776",43
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","29/1349","122/9436",0.237704918032787,1.66270096853771,3.008933637292,0.00337848827958958,0.0176257770281201,0.0123151882210206,"5567/779/10000/3265/775/3709/2353/5604/1387/5579/6416/2767/6772/23236/5332/5594/776/111/5291/5290/6750/2690/5295/9586/107/2770/5747/2776/53358",29
